dealer_id,dealer_name,dealer_number,dealer_comment,dealer_address,dealer_city,dealer_state,dealer_iframe_map,zip_code,detail_url,img_from_url,local_img_url,title,year,make,model,car_price,modelNo,trim,drive_info,mpg_city,star,created_date,batch_no,historical_price,car_deal_badge,bottom_dealer_inventory_link,bottom_dealer_website_link,Mileage,Drivetrain,Exterior color,Interior color,MPG,Engine,Fuel type,Transmission,Make,Model,Year,Trim,Body type,Condition,VIN,Stock number,Fuel tank size,Combined gas mileage,City gas mileage,Highway gas mileage,Horsepower,Doors,Front legroom,Back legroom,Cargo volume,Option,NHTSA overall safety rating,NHTSA frontal crash rating,NHTSA side crash rating,NHTSA rollover rating,Cabin size,Bed length
267082,Sky's Auto Sales,(844) 431-1323,Test dealer comment,"Austin, TX",Austin, TX,dealer_iframe_map,78751,https://www.cargurus.com/Cars/m-Skys-Auto-Sales-sp310088#listing=375925811/NONE,https://static.cargurus.com/images/forsale/2024/06/11/08/54/2016_cadillac_ats-pic-5983989156509187532-1024x768.jpeg,Uploads/single_img/2016_cadillac_ats-pic-5983989156509187532-1024x768.jpeg,2016 Cadillac ATS 2.5L RWD,2016,Cadillac,ATS,"$22,999", ,2.5L,RWD, ,5,2024-07-17 14:54:24,11,,,https://www.cargurus.com/Cars/m-Skys-Auto-Sales-sp310088,https://www.cargurus.com/Cars/Link?url=http%3A%2F%2Fwww.skysautos.com%3Futm_source%3Dcargurus.com%26utm_medium%3Dreferral%26utm_campaign%3Dcargurus_listings&hmac=39B0E0A42A6B19DC65A8BF15B244C43882A3B704,"52,067 mi",Rear-Wheel Drive,Silver Coast Metallic,Jet Black with Jet Black Accen,27 MPG,202 hp 2.5L I4,Gasoline,Automatic,Cadillac,ATS,2016,2.5L RWD,Sedan,Used,1G6AA5RA9G0185091,A50,16 gal,26 MPG,22 MPG,32 MPG,202 hp,4 doors,42 in,33 in,10 cu ft,"Alloy Wheels, Bluetooth, Navigation System, Sunroof/Moonroof",,,,,,
267082,Sky's Auto Sales,(844) 431-1323,Test dealer comment,"Austin, TX",Austin, TX,dealer_iframe_map,78751,https://www.cargurus.com/Cars/m-Skys-Auto-Sales-sp310088#listing=375925810/NONE,https://static.cargurus.com/images/forsale/2024/06/08/16/00/2018_kia_soul-pic-7949222550495276695-1024x768.jpeg,Uploads/single_img/2018_kia_soul-pic-7949222550495276695-1024x768.jpeg,2018 Kia Soul Base,2018,Kia,Soul,"$17,999", ,Base,, ,5,2024-07-17 14:54:41,11,,,https://www.cargurus.com/Cars/m-Skys-Auto-Sales-sp310088,https://www.cargurus.com/Cars/Link?url=http%3A%2F%2Fwww.skysautos.com%3Futm_source%3Dcargurus.com%26utm_medium%3Dreferral%26utm_campaign%3Dcargurus_listings&hmac=39B0E0A42A6B19DC65A8BF15B244C43882A3B704,"61,502 mi",Front-Wheel Drive,Bright Silver,Black Cloth,27 MPG,130 hp 1.6L I4,Gasoline,Automatic,Kia,Soul,2018,Base,Wagon,Used,KNDJN2A20J7544637,A71,14 gal,27 MPG,25 MPG,30 MPG,130 hp,4 doors,40 in,39 in,24 cu ft,"Alloy Wheels, Bluetooth",,,,,,
267082,Sky's Auto Sales,(844) 431-1323,Test dealer comment,"Austin, TX",Austin, TX,dealer_iframe_map,78751,https://www.cargurus.com/Cars/m-Skys-Auto-Sales-sp310088#listing=385588740/NONE,https://static.cargurus.com/images/forsale/2024/07/09/22/48/2019_honda_cr-v-pic-816058274635868837-1024x768.jpeg,Uploads/single_img/2019_honda_cr-v-pic-816058274635868837-1024x768.jpeg,2019 Honda CR-V EX FWD,2019,Honda,CR-V,"$27,999", ,EX,FWD, ,5,2024-07-17 14:55:00,11,,,https://www.cargurus.com/Cars/m-Skys-Auto-Sales-sp310088,https://www.cargurus.com/Cars/Link?url=http%3A%2F%2Fwww.skysautos.com%3Futm_source%3Dcargurus.com%26utm_medium%3Dreferral%26utm_campaign%3Dcargurus_listings&hmac=39B0E0A42A6B19DC65A8BF15B244C43882A3B704,"39,083 mi",Front-Wheel Drive,Lunar Silver Metallic,Black Cloth,31 MPG,190 hp 1.5L I4,Gasoline,Continuously Variable Transmission,Honda,CR-V,2019,EX FWD,SUV / Crossover,Used,7FARW1H57KE039222,AB24,14 gal,30 MPG,28 MPG,34 MPG,190 hp,4 doors,41 in,40 in,39 cu ft,"Alloy Wheels, Bluetooth, Remote Start, Sunroof/Moonroof",,,,,,
267082,Sky's Auto Sales,(844) 431-1323,Test dealer comment,"Austin, TX",Austin, TX,dealer_iframe_map,78751,https://www.cargurus.com/Cars/m-Skys-Auto-Sales-sp310088#listing=375925844/NONE,https://static.cargurus.com/images/forsale/2024/06/12/08/20/2018_honda_accord-pic-1823687572283835260-1024x768.jpeg,Uploads/single_img/2018_honda_accord-pic-1823687572283835260-1024x768.jpeg,2018 Honda Accord 2.0T Touring FWD,2018,Honda,Accord,"$29,999", ,2.0T,Touring, ,5,2024-07-17 14:55:17,11,,,https://www.cargurus.com/Cars/m-Skys-Auto-Sales-sp310088,https://www.cargurus.com/Cars/Link?url=http%3A%2F%2Fwww.skysautos.com%3Futm_source%3Dcargurus.com%26utm_medium%3Dreferral%26utm_campaign%3Dcargurus_listings&hmac=39B0E0A42A6B19DC65A8BF15B244C43882A3B704,"57,186 mi",Front-Wheel Drive,Lunar Silver Metallic,Gray Leather,27 MPG,252 hp 2L I4,Gasoline,Automatic,Honda,Accord,2018,2.0T Touring FWD,Sedan,Used,1HGCV2F99JA030126,A3,14 gal,26 MPG,22 MPG,32 MPG,252 hp,4 doors,42 in,40 in,16 cu ft,"Alloy Wheels, Bluetooth, Heated Seats, Leather Seats, Navigation System, Remote Start, Sunroof/Moonroof",,,,,,
267082,Sky's Auto Sales,(844) 431-1323,Test dealer comment,"Austin, TX",Austin, TX,dealer_iframe_map,78751,https://www.cargurus.com/Cars/m-Skys-Auto-Sales-sp310088#listing=375925822/NONE,https://static.cargurus.com/images/forsale/2024/06/09/00/31/2021_honda_accord-pic-4253663973694733622-1024x768.jpeg,Uploads/single_img/2021_honda_accord-pic-4253663973694733622-1024x768.jpeg,2021 Honda Accord Sport Special Edition FWD,2021,Honda,Accord,"$32,999", ,Sport,Special, ,5,2024-07-17 14:55:34,11,,,https://www.cargurus.com/Cars/m-Skys-Auto-Sales-sp310088,https://www.cargurus.com/Cars/Link?url=http%3A%2F%2Fwww.skysautos.com%3Futm_source%3Dcargurus.com%26utm_medium%3Dreferral%26utm_campaign%3Dcargurus_listings&hmac=39B0E0A42A6B19DC65A8BF15B244C43882A3B704,"49,565 mi",Front-Wheel Drive,Still Night Pearl,Black Leather,34 MPG,192 hp 1.5L I4,Gasoline,Continuously Variable Transmission,Honda,Accord,2021,Sport Special Edition FWD,Sedan,Used,1HGCV1F45MA048805,A27,14 gal,33 MPG,30 MPG,38 MPG,192 hp,4 doors,42 in,40 in,16 cu ft,"Alloy Wheels, Bluetooth, Heated Seats, Leather Seats, Remote Start",,,,,,
267082,Sky's Auto Sales,(844) 431-1323,Test dealer comment,"Austin, TX",Austin, TX,dealer_iframe_map,78751,https://www.cargurus.com/Cars/m-Skys-Auto-Sales-sp310088#listing=379671990/NONE,https://static.cargurus.com/images/forsale/2024/06/16/01/18/2020_kia_soul-pic-7874074195199627463-1024x768.jpeg,Uploads/single_img/2020_kia_soul-pic-7874074195199627463-1024x768.jpeg,2020 Kia Soul EX FWD,2020,Kia,Soul,"$21,999", ,EX,FWD, ,5,2024-07-17 14:55:51,11,,,https://www.cargurus.com/Cars/m-Skys-Auto-Sales-sp310088,https://www.cargurus.com/Cars/Link?url=http%3A%2F%2Fwww.skysautos.com%3Futm_source%3Dcargurus.com%26utm_medium%3Dreferral%26utm_campaign%3Dcargurus_listings&hmac=39B0E0A42A6B19DC65A8BF15B244C43882A3B704,"28,590 mi",Front-Wheel Drive,Sparkling Silver,Black/Gray Cloth,30 MPG,147 hp 2L I4,Gasoline,Automatic,Kia,Soul,2020,EX FWD,SUV / Crossover,Used,KNDJ33AUXL7736292,AB8,14 gal,29 MPG,27 MPG,33 MPG,147 hp,4 doors,41 in,38 in,24 cu ft,"Alloy Wheels, Bluetooth, Navigation System, Remote Start",,,,,,
267082,Sky's Auto Sales,(844) 431-1323,Test dealer comment,"Austin, TX",Austin, TX,dealer_iframe_map,78751,https://www.cargurus.com/Cars/m-Skys-Auto-Sales-sp310088#listing=375925806/NONE,https://static.cargurus.com/images/forsale/2024/06/09/09/11/2020_gmc_terrain-pic-219561172519650980-1024x768.jpeg,Uploads/single_img/2020_gmc_terrain-pic-219561172519650980-1024x768.jpeg,2020 GMC Terrain SLE FWD,2020,GMC,Terrain,"$25,999", ,SLE,FWD, ,5,2024-07-17 14:56:08,11,,,https://www.cargurus.com/Cars/m-Skys-Auto-Sales-sp310088,https://www.cargurus.com/Cars/Link?url=http%3A%2F%2Fwww.skysautos.com%3Futm_source%3Dcargurus.com%26utm_medium%3Dreferral%26utm_campaign%3Dcargurus_listings&hmac=39B0E0A42A6B19DC65A8BF15B244C43882A3B704,"45,375 mi",Front-Wheel Drive,Quicksilver Metallic,Medium Ash Gray/Jet Black Clot,28 MPG,1.5L I4,Gasoline,Automatic,GMC,Terrain,2020,SLE FWD,SUV / Crossover,Used,3GKALMEV7LL308771,A53,14 gal,27 MPG,26 MPG,30 MPG,,4 doors,40 in,39 in,29 cu ft,"Alloy Wheels, Bluetooth",,,,,,
267082,Sky's Auto Sales,(844) 431-1323,Test dealer comment,"Austin, TX",Austin, TX,dealer_iframe_map,78751,https://www.cargurus.com/Cars/m-Skys-Auto-Sales-sp310088#listing=388319639/NONE,https://static.cargurus.com/images/forsale/2024/06/20/23/04/2015_chevrolet_tahoe-pic-4780270603128103413-1024x768.jpeg,Uploads/single_img/2015_chevrolet_tahoe-pic-4780270603128103413-1024x768.jpeg,2015 Chevrolet Tahoe LT 4WD,2015,Chevrolet,Tahoe,"$23,999", ,LT,4WD, ,5,2024-07-17 14:56:25,11,,,https://www.cargurus.com/Cars/m-Skys-Auto-Sales-sp310088,https://www.cargurus.com/Cars/Link?url=http%3A%2F%2Fwww.skysautos.com%3Futm_source%3Dcargurus.com%26utm_medium%3Dreferral%26utm_campaign%3Dcargurus_listings&hmac=39B0E0A42A6B19DC65A8BF15B244C43882A3B704,"115,968 mi",Four-Wheel Drive,Black,Jet Black Leather,19 MPG,355 hp 5.3L V8 Flex Fuel Vehicle,Flex Fuel Vehicle,Automatic,Chevrolet,Tahoe,2015,LT 4WD,SUV / Crossover,Used,1GNSKBKC1FR148370,AB37,26 gal,18 MPG,16 MPG,22 MPG,355 hp,4 doors,45 in,39 in,15 cu ft,"Alloy Wheels, Bluetooth, CarPlay, DVD Entertainment System, Heated Seats, Leather Seats, Luxury Package, Navigation System, Preferred Package, Premium Smooth Ride Suspension Package, Remote Start, Standard Suspension Package, Sunroof/Moonroof, Suspension Package, Third Row Seating, Tow Package",,,,,,
267082,Sky's Auto Sales,(844) 431-1323,Test dealer comment,"Austin, TX",Austin, TX,dealer_iframe_map,78751,https://www.cargurus.com/Cars/m-Skys-Auto-Sales-sp310088#listing=382933287/NONE,https://static.cargurus.com/images/forsale/2024/05/29/09/07/2018_gmc_canyon-pic-5808209126163115678-1024x768.jpeg,Uploads/single_img/2018_gmc_canyon-pic-5808209126163115678-1024x768.jpeg,2018 GMC Canyon Crew Cab RWD,2018,GMC,Canyon,"$24,999", ,Crew,Cab, ,5,2024-07-17 14:56:42,11,,,https://www.cargurus.com/Cars/m-Skys-Auto-Sales-sp310088,https://www.cargurus.com/Cars/Link?url=http%3A%2F%2Fwww.skysautos.com%3Futm_source%3Dcargurus.com%26utm_medium%3Dreferral%26utm_campaign%3Dcargurus_listings&hmac=39B0E0A42A6B19DC65A8BF15B244C43882A3B704,"76,649 mi",4X2,Dark Slate Metallic,Jet Black/Dark Ash Cloth,21 MPG,308 hp 3.6L V6,Gasoline,Automatic,GMC,Canyon,2018,RWD,Pickup Truck,Used,1GTG5BEN8J1153172,AB29,21 gal,21 MPG,18 MPG,25 MPG,308 hp,4 doors,45 in,35 in,,"Alloy Wheels, Bluetooth, Convenience Package, Preferred Package",,,,,Crew Cab,61 in
267082,Sky's Auto Sales,(844) 431-1323,Test dealer comment,"Austin, TX",Austin, TX,dealer_iframe_map,78751,https://www.cargurus.com/Cars/m-Skys-Auto-Sales-sp310088#listing=385886429/NONE,https://static.cargurus.com/images/forsale/2024/06/10/20/29/2015_chevrolet_suburban-pic-2669162518988941258-1024x768.jpeg,Uploads/single_img/2015_chevrolet_suburban-pic-2669162518988941258-1024x768.jpeg,2015 Chevrolet Suburban 1500 LTZ RWD,2015,Chevrolet,Suburban,"$26,999", ,1500,LTZ, ,5,2024-07-17 14:56:59,11,,,https://www.cargurus.com/Cars/m-Skys-Auto-Sales-sp310088,https://www.cargurus.com/Cars/Link?url=http%3A%2F%2Fwww.skysautos.com%3Futm_source%3Dcargurus.com%26utm_medium%3Dreferral%26utm_campaign%3Dcargurus_listings&hmac=39B0E0A42A6B19DC65A8BF15B244C43882A3B704,"108,505 mi",4X2,Silver Ice Metallic,Black Leather,19 MPG,355 hp 5.3L V8 Flex Fuel Vehicle,Flex Fuel Vehicle,Automatic,Chevrolet,Suburban,2015,1500 LTZ RWD,SUV / Crossover,Used,1GNSCKKC8FR245143,AB33,31 gal,19 MPG,16 MPG,23 MPG,355 hp,4 doors,45 in,39 in,38 cu ft,"Adaptive Suspension, Alloy Wheels, DVD Entertainment System, Heated Seats, Leather Seats, Navigation System, Power Package, Remote Start, Sunroof/Moonroof, Suspension Package, Third Row Seating",,,,,,
